region,id,network_id,takeup_survey,delay,intensive,understanding,network_missname,address,village,network_address,network_village
3,33314069,33314062,1,0,1,.2,0,18,7,18,7
3,33314100,33314115,0,0,1,.80000001,0,19,7,19,7
3,33314193,33314196,1,1,1,.40000001,0,22,7,22,7
3,33314202,33314207,0,1,0,.40000001,0,23,7,23,7
3,33314125,33314038,0,1,0,.2,0,20,7,20,7
3,33314079,33314106,,,,,0,19,7,19,7
3,33314094,33314078,0,0,1,.2,0,19,7,19,7
3,33314216,33314210,,,,,0,23,7,23,7
3,33314084,33314113,1,0,0,.2,0,19,7,19,7
3,33314017,33314011,0,0,0,.2,0,20,7,20,7
3,33314173,33314178,0,0,1,,1,22,7,22,7
3,33314007,33314017,0,1,1,.60000002,0,20,7,20,7
3,33314097,33314114,1,1,0,.40000001,0,19,7,19,7
3,33314021,33314006,0,0,0,0,0,20,7,20,7
3,33314171,33314176,0,0,0,.60000002,0,22,7,22,7
3,33314090,33314082,0,0,1,,0,19,7,19,7
3,33314185,33314172,0,1,0,.40000001,0,22,7,22,7
3,33314214,33314203,0,0,1,.80000001,0,23,7,23,7
3,33314113,33314115,0,0,1,.80000001,0,19,7,19,7
3,33314098,33314105,0,0,1,.80000001,0,19,7,19,7
3,33314205,33314204,0,1,0,.60000002,0,23,7,23,7
3,33314079,33314116,0,1,0,.60000002,0,19,7,19,7
3,33314068,33314071,0,1,1,.60000002,0,18,7,18,7
3,33314095,33314080,1,1,0,.40000001,0,19,7,19,7
3,33314119,33314110,1,0,0,.2,0,19,7,19,7
3,33314110,33314114,1,1,0,.40000001,0,19,7,19,7
3,33314194,33314191,0,0,0,.2,0,22,7,22,7
3,33314202,33314217,1,0,0,.60000002,0,23,7,23,7
3,33314043,33314044,1,1,1,.80000001,0,20,7,20,7
3,33314036,33314038,0,1,0,.2,0,20,7,20,7
3,33314107,33314103,,,,,0,19,7,19,7
3,33314102,33314097,0,1,0,.40000001,0,19,7,19,7
3,33314108,33314097,0,1,0,.40000001,0,19,7,19,7
3,33314097,33314109,1,1,1,.60000002,0,19,7,19,7
3,33314030,33314022,0,0,0,.2,0,20,7,20,7
3,33314076,33314114,1,1,0,.40000001,0,19,7,19,7
3,33314093,33314096,,,,,0,19,7,19,7
3,33314122,33314113,1,0,0,.2,0,19,7,19,7
3,33314108,33314094,1,1,1,.60000002,0,19,7,19,7
3,33314100,33314081,0,0,1,,0,19,7,19,7
3,33314078,33314116,0,1,0,.60000002,0,19,7,19,7
3,33314176,33314170,1,0,1,1,0,22,7,22,7
3,33314074,33314122,0,0,0,.2,0,19,7,19,7
3,33314033,33314044,1,1,1,.80000001,0,20,7,20,7
3,33314089,33314097,0,1,0,.40000001,0,19,7,19,7
3,33314109,33314117,0,1,0,.40000001,0,19,7,19,7
3,33314157,33314148,1,1,1,.2,0,21,7,21,7
3,33314101,33314095,0,0,0,0,0,19,7,19,7
3,33314184,33314193,0,1,0,.2,0,22,7,22,7
3,33314175,33314177,,,,,0,22,7,22,7
3,33314036,33314015,1,0,1,.2,0,20,7,20,7
3,33314023,33314011,0,0,0,.2,0,20,7,20,7
3,33314145,33314155,1,0,0,.2,0,21,7,21,7
3,33314033,33314013,0,1,1,1,0,20,7,20,7
3,33314145,33314146,1,1,1,.40000001,0,21,7,21,7
3,33314214,33314200,,,,,0,23,7,23,7
3,33314074,33314110,1,0,0,.2,0,19,7,19,7
3,33314181,33314176,0,0,0,.60000002,0,22,7,22,7
3,33314027,33314028,1,1,0,.60000002,0,20,7,20,7
3,33314170,33314177,,,,,0,22,7,22,7
3,33314155,33314153,1,0,0,0,0,21,7,21,7
3,33314011,33314009,1,1,0,.60000002,0,20,7,20,7
3,33314209,33314214,0,0,1,.80000001,0,23,7,23,7
3,33314113,33314094,1,1,1,.60000002,0,19,7,19,7
3,33314109,33314086,0,1,0,0,0,19,7,19,7
3,33314197,33314182,1,1,0,.60000002,1,22,7,,7
3,33314079,33314115,0,0,1,.80000001,0,19,7,19,7
3,33314064,33314059,1,0,1,.40000001,0,18,7,18,7
3,33314207,33314213,0,1,1,.40000001,0,23,7,23,7
3,33314209,33314218,,,,,0,23,7,23,7
3,33314173,33314187,0,1,0,.2,0,22,7,22,7
3,33314087,33314122,0,0,0,.2,0,19,7,19,7
3,33314183,33314182,1,1,0,.60000002,0,22,7,22,7
3,33314101,33314090,0,0,1,.40000001,0,19,7,19,7
3,33314147,33314148,1,1,1,.2,0,21,7,21,7
3,33314097,33314102,0,1,0,.40000001,0,19,7,19,7
3,33314095,33314099,,,,,0,19,7,19,7
3,33314037,33314123,1,1,0,.40000001,0,20,7,20,7
3,33314191,33314183,0,0,1,.80000001,0,22,7,22,7
3,33314111,33314096,,,,,0,19,7,19,7
3,33314084,33314094,1,1,1,.60000002,0,19,7,19,7
3,33314023,33314039,1,1,0,.60000002,0,20,7,20,7
3,33314217,33314205,1,1,0,.40000001,0,23,7,23,7
3,33314127,33314039,1,1,0,.60000002,0,20,7,20,7
3,33314094,33314119,1,0,0,.2,0,19,7,19,7
3,33314148,33314152,1,1,1,.2,0,21,7,21,7
3,33314034,33314019,0,1,1,1,0,20,7,20,7
3,33314126,33314042,1,0,1,.60000002,0,20,7,20,7
3,33314216,33314209,0,0,1,0,0,23,7,23,7
3,33314005,33314034,0,1,1,1,0,20,7,20,7
3,33314098,33314116,0,1,0,.60000002,0,19,7,19,7
3,33314217,33314212,1,1,0,.2,0,23,7,23,7
3,33314153,33314142,0,1,0,.2,0,21,7,21,7
3,33314043,33314045,0,0,1,.80000001,0,20,7,20,7
3,33314065,33314067,0,1,1,.2,0,18,7,18,7
3,33314128,33314124,0,0,0,.2,0,20,7,20,7
3,33314202,33314200,,,,,0,23,7,23,7
3,33314017,33314033,0,1,1,.2,0,20,7,20,7
3,33314087,33314084,0,1,1,.2,0,19,7,19,7
3,33314095,33314110,1,0,0,.2,0,19,7,19,7
3,33314023,33314017,0,1,1,.60000002,0,20,7,20,7
3,33314097,33314115,0,0,1,.80000001,0,19,7,19,7
3,33314155,33314157,1,0,0,.2,0,21,7,21,7
3,33314127,33314126,0,1,0,.60000002,0,20,7,20,7
3,33314088,33314107,1,0,1,.80000001,0,19,7,19,7
3,33314065,33314064,0,0,0,.2,0,18,7,18,7
3,33314155,33314154,1,0,1,.60000002,0,21,7,21,7
3,33314035,33314037,0,1,1,.60000002,0,20,7,20,7
3,33314111,33314100,0,1,1,.2,0,19,7,19,7
3,33314090,33314088,1,1,0,0,0,19,7,19,7
3,33314095,33314083,1,1,0,.2,0,19,7,19,7
3,33314089,33314075,0,1,1,.40000001,0,19,7,19,7
3,33314015,33314010,1,0,1,1,0,20,7,20,7
3,33314208,33314216,0,1,1,1,0,23,7,23,7
3,33314033,33314023,0,0,0,.2,0,20,7,20,7
3,33314005,33314007,1,1,0,.40000001,0,20,7,20,7
3,33314107,33314094,1,1,1,.60000002,0,19,7,19,7
3,33314193,33314197,1,1,1,.80000001,0,22,7,22,7
3,33314089,33314095,0,0,0,0,0,19,7,19,7
3,33314149,33314153,1,0,0,0,0,21,7,21,7
3,33314127,33314124,0,0,0,.2,0,20,7,20,7
3,33314203,33314206,0,0,0,0,0,23,7,23,7
3,33314038,33314009,1,1,0,.60000002,0,20,7,20,7
3,33314149,33314148,1,1,1,.2,0,21,7,21,7
3,33314185,33314195,,,,,0,22,7,22,7
3,33314019,33314022,0,0,0,.2,0,20,7,20,7
3,33314144,33314143,,,,,0,21,7,21,7
3,33314039,33314013,0,1,1,1,0,20,7,20,7
3,33314130,33314037,0,1,1,.60000002,0,20,7,20,7
3,33314074,33314080,1,1,0,.40000001,0,19,7,19,7
3,33314035,33314038,0,1,0,.2,0,20,7,20,7
3,33314196,33314198,0,1,1,.40000001,0,22,7,22,7
3,33314042,33314005,1,0,1,1,0,20,7,20,7
3,33314151,33314155,1,0,0,.2,0,21,7,21,7
3,33314069,33314057,0,1,1,.2,0,18,7,18,7
3,33314209,33314203,0,0,1,.80000001,0,23,7,23,7
3,33314114,33314076,1,1,0,.40000001,0,19,7,19,7
3,33314059,33314069,0,0,0,.2,0,18,7,18,7
3,33314089,33314115,0,0,1,.80000001,0,19,7,19,7
3,33314015,33314013,0,1,1,1,0,20,7,20,7
3,33314123,33314019,0,1,1,1,0,20,7,20,7
3,33314017,33314023,0,0,0,.2,0,20,7,20,7
3,33314038,33314013,0,1,1,1,0,20,7,20,7
3,33314040,33314008,1,1,1,1,0,20,7,20,7
3,33314005,33314013,0,1,1,1,0,20,7,20,7
3,33314129,33314005,1,0,1,1,0,20,7,20,7
3,33314120,33314115,0,0,1,.80000001,0,19,7,19,7
3,33314205,33314207,0,1,0,.40000001,0,23,7,23,7
3,33314102,33314107,1,0,1,.80000001,0,19,7,19,7
3,33314206,33314214,0,0,1,.80000001,0,23,7,23,7
3,33314022,33314024,1,1,0,.60000002,0,20,7,20,7
3,33314104,33314114,1,1,0,.40000001,0,19,7,19,7
3,33314020,33314009,1,1,0,.60000002,0,20,7,20,7
3,33314130,33314038,0,1,0,.2,0,20,7,20,7
3,33314064,33314068,0,0,0,.2,0,18,7,18,7
3,33314021,33314023,0,0,0,.2,0,20,7,20,7
3,33314072,33314062,1,0,1,.2,0,18,7,18,7
3,33314197,33314198,0,1,1,.40000001,0,22,7,,7
3,33314206,33314218,,,,,0,23,7,23,7
3,33314013,33314035,0,1,1,.60000002,0,20,7,20,7
3,33314111,33314102,0,1,0,.40000001,0,19,7,19,7
3,33314030,33314034,0,1,1,1,0,20,7,20,7
3,33314107,33314106,,,,,0,19,7,19,7
3,33314107,33314110,1,0,0,.2,0,19,7,19,7
3,33314015,33314011,0,0,0,.2,0,20,7,20,7
3,33314153,33314155,1,0,0,.2,0,21,7,21,7
3,33314076,33314109,1,1,1,.60000002,0,19,7,19,7
3,33314080,33314088,1,1,0,0,0,19,7,19,7
3,33314031,33314020,0,0,0,.40000001,0,20,7,20,7
3,33314034,33314038,0,1,0,.2,0,20,7,20,7
3,33314144,33314155,1,0,0,.2,0,21,7,21,7
3,33314152,33314157,1,0,0,.2,0,21,7,21,7
3,33314013,33314034,0,1,1,1,0,20,7,20,7
3,33314070,33314061,0,1,1,.40000001,0,18,7,18,7
3,33314017,33314009,1,1,0,.60000002,0,20,7,20,7
3,33314192,33314191,0,0,0,.2,0,22,7,22,7
3,33314173,33314186,0,0,0,,1,22,7,22,7
3,33314208,33314215,1,0,0,.2,0,23,7,23,7
3,33314184,33314198,0,1,1,.40000001,0,22,7,22,7
3,33314010,33314013,0,1,1,1,0,20,7,20,7
3,33314020,33314024,1,1,0,.60000002,0,20,7,20,7
3,33314038,33314035,0,1,1,.60000002,0,20,7,20,7
3,33314040,33314006,0,0,0,0,0,20,7,20,7
3,33314019,33314013,0,1,1,1,0,20,7,20,7
3,33314040,33314007,1,1,0,.40000001,0,20,7,20,7
3,33314083,33314122,0,0,0,.2,0,19,7,19,7
3,33314045,33314020,0,0,0,.40000001,0,20,7,20,7
3,33314078,33314082,0,0,1,,0,19,7,19,7
3,33314156,33314157,1,0,0,.2,0,21,7,21,7
3,33314151,33314157,1,0,0,.2,0,21,7,21,7
3,33314215,33314205,1,1,0,.40000001,0,23,7,23,7
3,33314152,33314146,1,1,1,.40000001,0,21,7,21,7
3,33314115,33314082,0,0,1,,0,19,7,19,7
3,33314129,33314007,1,1,0,.40000001,0,20,7,20,7
3,33314122,33314075,0,1,1,.40000001,0,19,7,19,7
3,33314040,33314010,1,0,1,1,0,20,7,20,7
3,33314007,33314006,0,0,0,0,0,20,7,20,7
3,33314146,33314101,1,0,0,.2,0,21,7,19,7
3,33314120,33314094,1,1,1,.60000002,0,19,7,19,7
3,33314064,33314062,1,0,1,.2,0,18,7,18,7
3,33314213,33314202,1,0,0,.40000001,0,23,7,23,7
3,33314010,33314005,1,0,1,1,0,20,7,20,7
3,33314030,33314031,1,1,1,.60000002,0,20,7,20,7
3,33314076,33314090,0,0,1,.40000001,0,19,7,19,7
3,33314207,33314212,1,1,0,.2,0,23,7,23,7
3,33314058,33314062,1,0,1,.2,0,18,7,18,7
3,33314126,33314217,1,0,0,.60000002,0,20,7,23,7
3,33314027,33314026,,,,,0,20,7,20,7
3,33314101,33314119,1,0,0,.2,0,19,7,19,7
3,33314197,33314172,0,1,0,.40000001,0,22,7,,7
3,33314206,33314215,1,0,0,.2,0,23,7,23,7
3,33314153,33314148,1,1,1,.2,0,21,7,21,7
3,33314215,33314204,0,1,0,.60000002,0,23,7,23,7
3,33314207,33314204,0,1,0,.60000002,0,23,7,23,7
3,33314124,33314127,1,0,1,.2,0,20,7,20,7
3,33314128,33314126,0,1,0,.60000002,0,20,7,20,7
3,33314045,33314017,0,1,1,.60000002,0,20,7,20,7
3,33314150,33314147,0,1,1,0,0,21,7,21,7
3,33314204,33314205,1,1,0,.40000001,0,23,7,23,7
3,33314011,33314025,,,,,0,20,7,20,7
3,33314194,33314198,0,1,1,.40000001,0,22,7,22,7
3,33314019,33314024,1,1,0,.60000002,0,20,7,20,7
3,33314117,33314116,0,1,0,.60000002,0,19,7,19,7
3,33314193,33314183,0,0,1,.80000001,0,22,7,22,7
3,33314212,33314204,0,1,0,.60000002,0,23,7,23,7
3,33314191,33314171,1,0,1,,0,22,7,22,7
3,33314203,33314207,0,1,0,.40000001,0,23,7,23,7
3,33314027,33314029,,,,,0,20,7,20,7
3,33314067,33314059,1,0,1,.40000001,0,18,7,18,7
3,33314042,33314027,0,0,0,.2,0,20,7,20,7
3,33314192,33314189,0,0,0,.2,0,22,7,22,7
3,33314114,33314075,0,1,1,.40000001,0,19,7,19,7
3,33314030,33314023,0,0,0,.2,0,20,7,20,7
3,33314148,33314146,1,1,1,.40000001,0,21,7,21,7
3,33314127,33314125,1,1,1,.60000002,0,20,7,20,7
3,33314206,33314209,0,0,1,0,0,23,7,23,7
3,33314057,33314067,0,1,1,.2,0,18,7,18,7
3,33314142,33314152,1,1,1,.2,0,21,7,21,7
3,33314187,33314107,1,0,1,.80000001,0,22,7,19,7
3,33314062,33314073,1,0,1,.2,0,18,7,18,7
3,33314009,33314022,0,0,0,.2,0,20,7,20,7
3,33314194,33314184,1,1,0,.2,0,22,7,22,7
3,33314217,33314214,0,0,1,.80000001,0,23,7,23,7
3,33314020,33314005,1,0,1,1,0,20,7,20,7
3,33314042,33314036,0,0,0,0,0,20,7,20,7
3,33314098,33314115,0,0,1,.80000001,0,19,7,19,7
3,33314214,33314218,,,,,0,23,7,23,7
3,33314123,33314031,1,1,1,.60000002,0,20,7,20,7
3,33314097,33314100,0,1,1,.2,0,19,7,19,7
3,33314148,33314153,1,0,0,0,0,21,7,21,7
3,33314078,33314105,0,0,1,.80000001,0,19,7,19,7
3,33314080,33314078,0,0,1,.2,0,19,7,19,7
3,33314113,33314100,0,1,1,.2,0,19,7,19,7
3,33314213,33314204,0,1,0,.60000002,0,23,7,23,7
3,33314187,33314197,1,1,1,.80000001,0,22,7,22,7
3,33314157,33314152,1,1,1,.2,0,21,7,21,7
3,33314175,33314184,1,1,0,.2,0,22,7,22,7
3,33314204,33314207,0,1,0,.40000001,0,23,7,23,7
3,33314057,33314068,0,0,0,.2,0,18,7,18,7
3,33314216,33314206,0,0,0,0,0,23,7,23,7
3,33314067,33314066,0,1,0,.2,0,18,7,18,7
3,33314120,33314113,1,0,0,.2,0,19,7,19,7
3,33314185,33314188,,,,,0,22,7,22,7
3,33314144,33314149,0,1,0,.40000001,0,21,7,21,7
3,33314068,33314073,1,0,1,.2,0,18,7,18,7
3,33314196,33314193,0,1,0,.2,0,22,7,22,7
3,33314105,33314080,1,1,0,.40000001,0,19,7,19,7
3,33314206,33314217,1,0,0,.60000002,0,23,7,23,7
3,33314104,33314120,1,1,1,.60000002,0,19,7,19,7
3,33314005,33314031,1,1,1,.60000002,0,20,7,20,7
3,33314151,33314143,,,,,0,21,7,21,7
3,33314076,33314107,1,0,1,.80000001,0,19,7,19,7
3,33314084,33314080,1,1,0,.40000001,0,19,7,19,7
3,33314142,33314155,1,0,0,.2,0,21,7,21,7
3,33314150,33314152,1,1,1,.2,0,21,7,21,7
3,33314152,33314152,1,1,1,.2,0,21,7,21,7
3,33314171,33314187,0,1,0,.2,0,22,7,22,7
3,33314144,33314147,0,1,1,0,0,21,7,21,7
3,33314171,33314170,1,0,1,1,0,22,7,22,7
3,33314102,33314114,1,1,0,.40000001,0,19,7,19,7
3,33314073,33314061,0,1,1,.40000001,0,18,7,18,7
3,33314184,33314170,1,0,1,1,0,22,7,22,7
3,33314187,33314173,1,1,1,.80000001,0,22,7,22,7
3,33314042,33314043,0,0,0,0,0,20,7,20,7
3,33314156,33314146,1,1,1,.40000001,0,21,7,21,7
3,33314022,33314019,0,1,1,1,0,20,7,20,7
3,33314125,33314028,1,1,0,.60000002,0,20,7,20,7
3,33314157,33314078,0,0,1,.2,0,21,7,21,7
3,33314009,33314007,1,1,0,.40000001,0,20,7,20,7
3,33314142,33314145,0,1,0,.2,0,21,7,21,7
3,33314062,33314059,1,0,1,.40000001,0,18,7,18,7
3,33314068,33314070,1,1,1,.80000001,0,18,7,18,7
3,33314080,33314094,1,1,1,.60000002,0,19,7,19,7
3,33314037,33314034,0,1,1,1,0,20,7,20,7
3,33314194,33314171,1,0,1,,0,22,7,22,7
3,33314175,33314170,1,0,1,1,0,22,7,22,7
3,33314176,33314196,1,1,1,.40000001,0,22,7,22,7
3,33314119,33314122,0,0,0,.2,0,19,7,19,7
3,33314201,33314218,,,,,0,23,7,23,7
3,33314175,33314186,0,0,0,,0,22,7,22,7
3,33314027,33314023,0,0,0,.2,0,20,7,20,7
3,33314175,33314179,,,,,0,22,7,22,7
3,33314116,33314105,0,0,1,.80000001,0,19,7,19,7
3,33314152,33314148,1,1,1,.2,0,21,7,21,7
3,33314038,33314041,,,,,0,20,7,20,7
3,33314083,33314082,0,0,1,,0,19,7,19,7
3,33314084,33314108,1,1,1,.60000002,0,19,7,19,7
3,33314030,33314013,0,1,1,1,0,20,7,20,7
3,33314212,33314215,1,0,0,.2,0,23,7,23,7
3,33314209,33314216,0,1,1,1,0,23,7,23,7
3,33314191,33314170,1,0,1,1,0,22,7,22,7
3,33314189,33314170,1,0,1,1,0,22,7,22,7
3,33314116,33314086,0,1,0,0,0,19,7,19,7
3,33314127,33314130,1,1,0,1,0,20,7,20,7
3,33314196,33314175,1,1,1,1,0,22,7,22,7
3,33314201,33314214,0,0,1,.80000001,0,23,7,23,7
3,33314074,33314114,1,1,0,.40000001,0,19,7,19,7
3,33314129,33314003,,,,,0,20,7,20,7
3,33314205,33314215,1,0,0,.2,0,23,7,23,7
3,33314189,33314191,0,0,0,.2,0,22,7,22,7
3,33314148,33314155,1,0,0,.2,0,21,7,21,7
3,33314181,33314175,1,1,1,1,0,22,7,22,7
3,33314087,33314113,1,0,0,.2,0,19,7,19,7
3,33314085,33314108,1,1,1,.60000002,0,19,7,19,7
3,33314083,33314097,0,1,0,.40000001,0,19,7,19,7
3,33314145,33314152,1,1,1,.2,0,21,7,21,7
3,33314058,33314061,0,1,1,.40000001,0,18,7,18,7
3,33314122,33314096,,,,,0,19,7,19,7
3,33314130,33314005,1,0,1,1,0,20,7,20,7
3,33314126,33314102,0,1,0,.40000001,0,20,7,19,7
3,33314205,33314213,0,1,1,.40000001,0,23,7,23,7
3,33314146,33314153,1,0,0,0,0,21,7,21,7
3,33314086,33314092,0,1,0,0,0,19,7,19,7
3,33314039,33314130,1,1,0,1,0,20,7,20,7
3,33314100,33314086,0,1,0,0,0,19,7,19,7
3,33314157,33314097,0,1,0,.40000001,0,21,7,21,7
3,33314076,33314097,0,1,0,.40000001,0,19,7,19,7
3,33314189,33314186,0,0,0,,0,22,7,22,7
3,33314069,33314058,0,0,0,0,0,18,7,18,7
3,33314104,33314096,,,,,0,19,7,19,7
3,33314152,33314150,0,1,0,.40000001,0,21,7,21,7
3,33314045,33314006,0,0,0,0,0,20,7,20,7
3,33313203,33314183,0,0,1,.80000001,0,17,6,22,7
3,33314094,33314115,0,0,1,.80000001,0,19,7,19,7
3,33314086,33314105,0,0,1,.80000001,0,19,7,19,7
3,33314123,33314008,1,1,1,1,0,20,7,20,7
3,33314181,33314182,1,1,0,.60000002,0,22,7,22,7
3,33314080,33314083,1,1,0,.2,0,19,7,19,7
3,33314021,33314022,0,0,0,.2,0,20,7,20,7
3,33314116,33314120,1,1,1,.60000002,0,19,7,19,7
3,33314146,33314113,1,0,0,.2,0,21,7,19,7
3,33314085,33314100,0,1,1,.2,0,19,7,19,7
3,33314108,33314122,0,0,0,.2,0,19,7,19,7
3,33313203,33314182,1,1,0,.60000002,1,17,6,22,7
3,33314118,33314092,0,1,0,0,0,19,7,19,7
3,33314109,33314088,1,1,0,0,0,19,7,19,7
3,33314071,33314067,0,1,1,.2,0,18,7,18,7
3,33314061,33314064,0,0,0,.2,0,18,7,18,7
3,33314037,33314032,0,0,1,,0,20,7,20,7
3,33314094,33314054,,,,,0,19,7,19,7
3,33314128,33314125,1,1,1,.60000002,0,20,7,20,7
3,33314062,33314068,0,0,0,.2,0,18,7,18,7
3,33314017,33314007,1,1,0,.40000001,0,20,7,20,7
3,33314039,33314062,1,0,1,.2,0,20,7,18,7
3,33314172,33314193,0,1,0,.2,0,22,7,22,7
3,33314095,33314098,0,0,1,.80000001,0,19,7,19,7
3,33314115,33314116,0,1,0,.60000002,0,19,7,19,7
3,33314033,33314035,0,1,1,.60000002,0,20,7,20,7
3,33314038,33314124,0,0,0,.2,0,20,7,20,7
3,33314083,33314102,0,1,0,.40000001,0,19,7,19,7
3,33314119,33314101,1,0,0,.2,0,19,7,19,7
3,33314193,33314198,0,1,1,.40000001,0,22,7,22,7
3,33314146,33314155,1,0,0,.2,0,21,7,21,7
3,33314061,33314072,1,1,1,1,0,18,7,18,7
3,33314217,33314201,1,1,1,0,0,23,7,23,7
3,33314142,33314147,0,1,1,0,0,21,7,21,7
3,33314154,33314153,1,0,0,0,0,21,7,21,7
3,33314124,33314129,0,0,0,0,0,20,7,20,7
3,33314036,33314124,0,0,0,.2,0,20,7,20,7
3,33314176,33314198,0,1,1,.40000001,0,22,7,22,7
3,33314219,33314014,,,,,0,20,7,20,7
3,33314092,33314105,0,0,1,.80000001,0,19,7,19,7
3,33314213,33314207,0,1,0,.40000001,0,23,7,23,7
3,33314035,33314036,0,0,0,0,0,20,7,20,7
3,33314107,33314097,0,1,0,.40000001,0,19,7,19,7
3,33314170,33314189,0,0,0,.2,0,22,7,22,7
3,33314111,33314105,0,0,1,.80000001,0,19,7,19,7
3,33314150,33314153,1,0,0,0,0,21,7,21,7
3,33314115,33314081,0,0,1,,0,19,7,19,7
3,33314156,33314148,1,1,1,.2,0,21,7,21,7
3,33314031,33314035,0,1,1,.60000002,0,20,7,20,7
3,33314057,33314064,0,0,0,.2,0,18,7,18,7
3,33314065,33314068,0,0,0,.2,0,18,7,18,7
3,33314190,33314179,,,,,0,22,7,22,7
3,33314150,33314142,0,1,0,.2,0,21,7,21,7
3,33314015,33314014,,,,,0,20,7,20,7
3,33314204,33314202,1,0,0,.40000001,0,23,7,23,7
3,33314006,33314007,1,1,0,.40000001,0,20,7,20,7
3,33314023,33314033,0,1,1,.2,0,20,7,20,7
3,33314108,33314109,1,1,1,.60000002,0,19,7,19,7
3,33314114,33314080,1,1,0,.40000001,0,19,7,19,7
3,33314007,33314013,0,1,1,1,0,20,7,20,7
3,33314010,33314042,1,0,1,.60000002,0,20,7,20,7
3,33314090,33314081,0,0,1,,0,19,7,19,7
3,33314073,33314064,0,0,0,.2,0,18,7,18,7
3,33314011,33314007,1,1,0,.40000001,0,20,7,20,7
3,33314007,33314025,,,,,0,20,7,20,7
3,33314203,33314209,0,0,1,0,0,23,7,23,7
3,33314203,33314218,,,,,0,23,7,23,7
3,33314147,33314150,0,1,0,.40000001,0,21,7,21,7
3,33314085,33314098,0,0,1,.80000001,0,19,7,19,7
3,33314193,33314195,,,,,0,22,7,22,7
3,33314130,33314022,0,0,0,.2,0,20,7,20,7
3,33314059,33314064,0,0,0,.2,0,18,7,18,7
3,33314194,33314197,1,1,1,.80000001,0,22,7,22,7
3,33314172,33314186,0,0,0,,1,22,7,22,7
3,33314184,33314194,0,0,1,,0,22,7,22,7
3,33314147,33314153,1,0,0,0,0,21,7,21,7
3,33314075,33314085,1,1,1,1,0,19,7,19,7
3,33314183,33314171,1,0,1,,0,22,7,22,7
3,33314119,33314095,0,0,0,0,0,19,7,19,7
3,33314114,33314074,0,1,0,.40000001,0,19,7,19,7
3,33314045,33314011,0,0,0,.2,0,20,7,20,7
3,33314116,33314094,1,1,1,.60000002,0,19,7,19,7
3,33314110,33314109,1,1,1,.60000002,0,19,7,19,7
3,33314009,33314044,1,1,1,.80000001,0,20,7,20,7
3,33314129,33314123,1,1,0,.40000001,0,20,7,20,7
3,33314022,33314030,1,1,0,.2,0,20,7,20,7
3,33314069,33314060,,,,,0,18,7,18,7
3,33314042,33314127,1,0,1,.2,0,20,7,20,7
3,33314203,33314202,1,0,0,.40000001,0,23,7,23,7
3,33314105,33314111,0,1,1,.2,0,19,7,19,7
3,33314216,33314211,0,0,1,,0,23,7,23,7
3,33314113,33314116,0,1,0,.60000002,0,19,7,19,7
3,33314070,33314073,1,0,1,.2,0,18,7,18,7
3,33314101,33314117,0,1,0,.40000001,0,19,7,19,7
3,33314070,33314072,1,1,1,1,0,18,7,18,7
3,33314172,33314180,1,1,0,.80000001,1,22,7,22,7
3,33314061,33314073,1,0,1,.2,0,18,7,18,7
3,33314202,33314204,0,1,0,.60000002,0,23,7,23,7
3,33314198,33314195,,,,,0,22,7,22,7
3,33314145,33314150,0,1,0,.40000001,0,21,7,21,7
3,33314197,33314174,,0,1,.80000001,1,22,7,,7
3,33314124,33314130,1,1,0,1,0,20,7,20,7
3,33314212,33314207,0,1,0,.40000001,0,23,7,23,7
3,33314078,33314089,0,0,0,0,0,19,7,19,7
3,33314201,33314204,0,1,0,.60000002,0,23,7,23,7
3,33314176,33314186,0,0,0,,0,22,7,22,7
3,33314170,33314172,0,1,0,.40000001,0,22,7,22,7
3,33314037,33314036,0,0,0,0,0,20,7,20,7
3,33314019,33314023,0,0,0,.2,0,20,7,20,7
3,33314118,33314089,0,0,0,0,0,19,7,19,7
3,33314189,33314176,0,0,0,.60000002,0,22,7,22,7
3,33314021,33314027,0,0,0,.2,0,20,7,20,7
3,33314157,33314147,0,1,1,0,0,21,7,21,7
3,33314092,33314080,1,1,0,.40000001,0,19,7,19,7
3,33314204,33314212,1,1,0,.2,0,23,7,23,7
3,33314102,33314108,1,1,1,.60000002,0,19,7,19,7
3,33314031,33314013,0,1,1,1,0,20,7,20,7
3,33314080,33314092,0,1,0,0,0,19,7,19,7
3,33314071,33314064,0,0,0,.2,0,18,7,18,7
3,33314075,33314096,,,,,0,19,7,19,7
3,33314117,33314113,1,0,0,.2,0,19,7,19,7
3,33314219,33314011,0,0,0,.2,0,20,7,20,7
3,33314019,33314010,1,0,1,1,0,20,7,20,7
3,33314212,33314213,0,1,1,.40000001,0,23,7,23,7
3,33314113,33314102,0,1,0,.40000001,0,19,7,19,7
3,33314125,33314012,,,,,0,20,7,20,7
3,33314216,33314207,0,1,0,.40000001,0,23,7,23,7
3,33314043,33314042,1,0,1,.60000002,0,20,7,20,7
3,33314034,33314030,1,1,0,.2,0,20,7,20,7
3,33314072,33314069,0,0,0,.2,0,18,7,18,7
3,33314098,33314094,1,1,1,.60000002,0,19,7,19,7
3,33314033,33314010,1,0,1,1,0,20,7,20,7
3,33314093,33314114,1,1,0,.40000001,0,19,7,19,7
3,33314176,33314190,0,1,1,1,0,22,7,22,7
3,33314102,33314090,0,0,1,.40000001,0,19,7,19,7
3,33314213,33314205,1,1,0,.40000001,0,23,7,23,7
